대가호 짱짱ㅎㅎ,3,2018.01.06 00:28,-1,1464
May tree 카페에서 하는 드라이플라워 힐링취미반 추천해요!,3,2018.01.05 17:39,-15,1463
순대아저씨 순대,5,2018.01.03 23:54,-1,1462
[말투눈갱] 몽슈슈앤크로체,76,2018.01.01 20:20,-4,1461
콜밴,30,2017.12.30 16:14,-6,1460
웨이홈피자,14,2017.12.29 19:36,0,1459
피자뿌 컵밥피자,4,2017.12.29 19:06,-1,1458
부대역 1 번출구 앞 JM브라더스 강추여,7,2017.12.29 17:11,-13,1457
[말투눈갱] 필러후기,42,2017.12.29 00:44,-2,1456
북문 가자만화방 갔다왔어요.,18,2017.12.26 19:34,-1,1455
주관적 덮밥 후기 [마마돈],20,2017.12.25 23:38,-2,1454
[말투눈갱] 카페자리 & 돼지런대회 상탄걸루 영화봤숨메,48,2017.12.25 18:45,-3,1453
유가네닭갈비 몬스터철판볶음밥,9,2017.12.24 23:49,-3,1452
무지개문 명동돈까스야,7,2017.12.23 23:57,-1,1451
[말투눈갱] 연운당,39,2017.12.23 16:35,-2,1450
유나찌개 ^^,11,2017.12.23 02:00,0,1449
문창시계 친절하세요,6,2017.12.22 23:33,-1,1448
시험 끝난기념..! 호호돈까스 추천..! 글이 조금 깁니다..!,37,2017.12.22 03:37,-2,1447
다;온 미용실 진짜 좋아요 ㅠㅜㅠㅠㅠㅠㅜ,1,2017.12.21 18:56,-35,1446
만두사장님 인성,54,2017.12.20 00:45,0,1445
무지개문 부산대식당(구 이정찜닭),13,2017.12.20 00:40,0,1444
퀴진59-2,21,2017.12.19 16:54,-11,1443
장전역앞에 헤어feel 괜찮네요,4,2017.12.19 15:55,0,1442
웨이홈피자,29,2017.12.19 12:13,-1,1441
[말투눈갱] 삼겹살집 4군데(낭만천하왕소금구이  돼지대장  돼지집딸  홍보석),83,2017.12.17 23:25,0,1440
((*(00)*)) 미미엔-숯불 불고기 도시락(배달),4,2017.12.17 00:40,0,1439
((*(00)*)) 치코파닭-간장마요(배달),3,2017.12.17 00:30,-1,1438
코코브라운에서 식사했어요.,6,2017.12.16 18:07,-1,1437
쿠카이야 우동,14,2017.12.15 15:53,0,1436
부대근처 안과병원 추천,5,2017.12.14 19:56,0,1435
[말투눈갱] 카페 휘게,57,2017.12.12 21:53,-3,1434
무지개문 정식당,24,2017.12.11 23:54,-1,1433
부대코너 애플베리,26,2017.12.11 20:33,-2,1432
교촌치킨 - 부곡점,7,2017.12.10 23:37,0,1431
[말투눈갱] 정진영펍 & 카페씨엔에프,71,2017.12.10 20:34,0,1430
장전역 카페 휘게(공부하기 좋음),12,2017.12.10 13:28,0,1429
피자다방,10,2017.12.10 12:28,-1,1428
타코스패밀리,9,2017.12.09 23:03,-2,1427
오시게양식당,22,2017.12.08 23:36,-2,1426
금정등기소 앞 국시,5,2017.12.08 17:46,-4,1425
부산대 윤스식당,3,2017.12.08 17:38,-3,1424
부산역앞에 카페 빈티지한곳 발견ㅋㅋ,17,2017.12.07 22:29,-9,1423
저기 만두아저씨,12,2017.12.07 19:53,-12,1422
북문 cafe더찬,13,2017.12.07 17:45,-2,1421
부산대 티앤북스 추천,15,2017.12.07 17:13,0,1420
영달이두마리치킨,4,2017.12.07 01:41,-11,1419
배민 현희네식당,10,2017.12.07 01:29,0,1418
유네일속눈썹,9,2017.12.06 15:13,-11,1417
[말투눈갱] 미드센츄리,51,2017.12.05 23:44,-1,1416
웨이홈 피자 추천,25,2017.12.05 19:26,-1,1415
속눈썹연장 추천해요~!,1,2017.12.05 15:21,-11,1414
피자뿌 갔다 왔어요.,8,2017.12.02 19:17,-2,1413
보노베리,8,2017.12.02 17:30,-1,1412
[말투눈갱] 카페아가미,48,2017.12.02 16:24,-2,1411
쪽문 근처 부대초밥,13,2017.12.01 12:42,0,1410
소다미 김밥,29,2017.11.30 19:03,-1,1409
<<부산대 시어링앤스터프>>,1,2017.11.27 21:05,0,1407
사천요리 전문점 라라관(호불호 주의),10,2017.11.27 15:10,-1,1406
**,12,2017.11.26 21:16,-2,1405
[말투눈갱] 누자베스414,100,2017.11.26 16:52,0,1404
리블랑헤어 괜찮네요,11,2017.11.25 23:21,-2,1403
치킨스톰,14,2017.11.25 07:49,-2,1402
정문 토스트골목 우정,34,2017.11.24 19:08,-2,1401
정문 앞에 귤 파는 아저씨,3,2017.11.24 12:00,-3,1400
카레야,9,2017.11.24 00:06,-6,1399
지하철 2번출구 만두사장님 인성,298,2017.11.22 23:34,-3,1398
경희 상훈 한의원 추천이요!!(노랑통닭 2층),9,2017.11.21 18:03,-2,1397
가성비 갑 타르트 추천,47,2017.11.21 01:27,0,1396
2번출구 만두!!!아저씨 이중포장도해주셔요ㅜㅜ감동,15,2017.11.20 20:22,0,1395
성북동돈까스,7,2017.11.20 19:40,-1,1394
북문 더찬 반찬가게 추천 후기!,41,2017.11.20 14:23,-4,1393
[말투눈갱] 스테이히얼투데이 & 김한승피자(얘는배달),57,2017.11.19 19:19,-6,1392
도야지면옥 추천 후기,8,2017.11.19 15:29,0,1391
잇쇼우안스테이크 근처 [메종 드 아올스]-마카롱짱맛 감성카페,10,2017.11.17 12:52,-2,1390
부대역앞 오롯이 닭요리,2,2017.11.17 01:35,-1,1389
그유명한 순대아저씨 + 정보글,12,2017.11.16 22:14,-2,1388
[디저트] 푸딩파는 "푸티크",5,2017.11.16 20:31,0,1387
만두아저씨 만났어요,20,2017.11.16 20:09,-1,1386
시골통돼지볶음★(부대 김치찌개집 총정리),9,2017.11.16 02:20,-10,1385
**,8,2017.11.15 18:00,-2,1384
아이스크림할인마트맞은편 [너.내.가] - 너무 맛있어서 내가 차린 가게,14,2017.11.14 22:13,-3,1383
손짜장 본점-탕수육 깐쇼새우,5,2017.11.14 04:23,-3,1382
똥다리불닭발(호호얼큰이),7,2017.11.14 03:50,-2,1381
부산대역 쪽 스시웨이,6,2017.11.14 03:00,-3,1380
역앞 투더디퍼런트( to the different) 조아용,5,2017.11.13 23:11,0,1379
부산대 빙신스 + 맛있게찜,11,2017.11.13 21:36,0,1378
.,3,2017.11.13 18:35,-5,1377
키친인더에그 추천해용❤️,23,2017.11.13 00:08,-3,1376
[말투눈갱] 메르시유플라워 & 카페드팽,50,2017.11.12 22:01,-2,1375
부대지하철역 안 옛날과자,23,2017.11.10 22:34,-4,1374
순대아저씨를 이은 만두아저씨,29,2017.11.09 23:07,0,1373
[말투눈갱] 리멘시타 & 동근이숯불두마리치킨,45,2017.11.08 00:54,-5,1372
수제요거트파는 가네쉬 추천합니다,12,2017.11.02 12:27,-1,1370
명문옷수선,3,2017.11.02 10:01,0,1369
[말투눈갱]보노베리 & 로제커피 & 맥앤치즈스틱,79,2017.11.01 14:00,-5,1368
미미엔 숯불구이 맛있오요,5,2017.10.31 22:33,0,1367
싸래향 쟁반짜장,20,2017.10.29 08:02,0,1366
[말투눈갱] 멘타쿠 & 짬뽕상회,59,2017.10.27 19:46,-4,1365
.,2,2017.10.25 22:21,-8,1364
[말투눈갱] 투고샐러드,118,2017.10.25 12:42,-14,1363
타코스 패밀리 - 반미 (Banh Mi),6,2017.10.24 22:18,-2,1362
애플베리에서 우동먹고 왔어요,16,2017.10.24 00:22,-1,1361
타코스패밀리,17,2017.10.22 20:19,0,1360
<로이드밤> 솔직하게 쓰는 염색후기,2,2017.10.22 14:04,-9,1359
토스트골목 애플베리,12,2017.10.21 10:57,-2,1358
[말투눈갱] 부산대슬라임,62,2017.10.20 23:24,-5,1357
안경홀릭 넘나 추천하는것..,27,2017.10.20 14:49,0,1356
.,0,2017.10.18 20:47,-11,1355
맥도날드3층 시험공부하기 좋은 카페,23,2017.10.18 12:17,-2,1354
돼지대장 좋네요 ㅎㅎ,5,2017.10.18 00:05,-16,1353
[말투눈갱] 데일리팡&심봉사도로케,62,2017.10.15 17:46,-13,1352
붕어빵 추천 북문 낙원과일,42,2017.10.15 12:55,0,1351
싸움의고수 사거리에 오공복이!,7,2017.10.12 18:06,-3,1350
김장독 맛있어요!,8,2017.10.10 22:45,-4,1349
아이스 아메리카노 맛집,2,2017.10.10 20:28,-8,1348
부대정문 토스트골목 애플베리,34,2017.10.10 16:16,-2,1347
부대 앞 고기찜집 맛있게찜,4,2017.10.08 18:31,-4,1346
[말투눈갱] 잭앤제프,60,2017.10.08 14:56,-12,1345
아부지 칼국수 맛있어요,19,2017.10.07 22:58,-3,1344
디자인두헤어 추천드려요.,11,2017.10.07 21:24,-6,1343
피자애 추천 후기,19,2017.10.07 18:09,-3,1342
우마이도 앞에 퓨젼포차,0,2017.10.06 22:53,-7,1341
석관동떡볶이 배달후기!,5,2017.10.03 12:40,-3,1340
[말투눈갱] 킹스타 치아바타세트,46,2017.10.02 15:38,-6,1339
.,6,2017.10.02 13:34,0,1338
부산대 바버샵 jm borthers추천이여!!,5,2017.10.01 20:24,-4,1337
킹스타피자북문점 배달후기,10,2017.09.30 19:47,-8,1336
NC 지하 1층 푸드코트 추천,13,2017.09.29 16:37,-3,1335
[말투눈갱] 밥에큐,68,2017.09.28 20:54,-17,1334
이루다 헤어 스타점 민주디자이너,3,2017.09.28 13:57,-14,1333
묵자!,10,2017.09.26 23:48,-2,1332
.,15,2017.09.26 19:52,0,1331
부산대 친절보스 두오모,28,2017.09.25 23:10,-6,1330
켄돈야,12,2017.09.25 15:21,-3,1329
홍두깨수타손칼국수,5,2017.09.25 13:32,-2,1328
안경홀릭에 holic★,21,2017.09.25 01:59,0,1327
[공연/대관] 셔우드아트홀  기대 이상의 장소라서 깜짝 놀랐습니다,15,2017.09.24 21:49,0,1326
배가 이대로.. 멈췄으면 좋겠어요.... 대패가1900,5,2017.09.23 21:10,-12,1325
태국식당 맛있어요,3,2017.09.23 19:18,-4,1324
천탁자리에 생긴 "묵자",18,2017.09.22 20:22,-1,1323
[직접 가보는 맛집] 전주 콩나물국밥,27,2017.09.22 19:38,-2,1322
라멘 돈부리 맛집 켄돈야 추천합니당!!!,17,2017.09.22 18:34,-2,1321
[말투눈갱] 리틀프랑 & 쌀쌀맞은닭,44,2017.09.21 15:45,-3,1320
콩나물국밥  롯데리아 골목,11,2017.09.21 00:21,-2,1319
Bello 부산대 후문 분위기있는 조용한카페겸 호프 추천,10,2017.09.20 21:25,-8,1318
요물 아이스크림 진짜 마시써여,17,2017.09.20 20:42,-6,1317
로꼬타코 좋아요~~,7,2017.09.20 19:33,-6,1316
부산은행쪽에 김장독 맛있어여ㅠ 번창하셧으면ㅠ,23,2017.09.20 17:52,0,1315
롯데리아쪽 혼돈,5,2017.09.18 21:58,-9,1314
[말투눈갱]키햐아 & 윤스식당,86,2017.09.16 15:55,-15,1313
맥주창고,1,2017.09.16 04:27,-5,1312
정문 우정,23,2017.09.15 15:46,0,1311
너.내.가,7,2017.09.14 16:20,-3,1310
부대역 앞에 잭앤제프 추천이여,1,2017.09.13 16:55,0,1309
치과 질문 있어서 치과 한 곳 추천!,2,2017.09.12 22:27,-4,1308
이태리삼촌 후기,12,2017.09.11 21:07,0,1307
여자 커트 - 장전역 인헤어,4,2017.09.10 20:01,-1,1305
[말투눈갱] 벅구네 냥냥펀치,72,2017.09.10 14:29,-4,1304
미도리 스시,8,2017.09.10 13:02,0,1303
**,6,2017.09.08 18:31,-1,1302
라멘논문 - 멘타쿠,33,2017.09.07 23:33,0,1301
장전역 수수핫도그,30,2017.09.07 18:58,-3,1300
merci you,9,2017.09.06 22:12,0,1299
[말투눈갱] 맛있게찜,64,2017.09.06 00:03,-4,1298
연탄하면 돼지,12,2017.09.05 17:50,0,1297
(아마도) 학교 근처에서 가장 친절한 복사집,21,2017.09.04 17:15,-2,1296
롯데리아 모짜새우버거 후기,8,2017.09.02 19:45,-2,1295
보노베리 무화과타르트 밀크빙수,7,2017.09.02 19:41,-6,1294
☆북문순대아저씨☆,15,2017.09.02 11:14,-10,1293
[말투눈갱] 전국3대치킨 오성통닭,57,2017.09.01 12:51,-10,1292
북문 남자 미용실 - 엘르 헤어,7,2017.09.01 12:29,-6,1291
여유로운 시간 보내고 싶다면 [한잔 Coffee],18,2017.09.01 10:13,-4,1290
진성 히키코모리가 쓰는 배달 중국집 후기,24,2017.09.01 03:57,-1,1289
예전 박준 헤어디자이너 중에 '가은쌤' 이라고 계신데  새로 원장님으로 가게 오픈하신거 아시나요 ?,3,2017.08.31 03:07,-36,1288
증명사진 비밀의정원에서 싸게 잘 받앗습니다,5,2017.08.28 17:38,-2,1287
카페 투더디프런트,9,2017.08.28 16:19,-1,1286
(레알피누)별의별 포차;; 별일이네요;;,50,2017.08.28 00:24,-8,1285
☆밥씸☆,10,2017.08.27 16:02,-7,1284
현대세탁 추천,9,2017.08.25 14:05,0,1283
[말투눈갱] 두끼/죠스/신불 떡볶이,62,2017.08.24 00:45,-6,1282
장수가 두루치기!,5,2017.08.22 20:18,-1,1281
[말투눈갱] 내가찜한닭&빈스에스프레소 빙수,67,2017.08.21 03:47,-2,1280
장전동 치킨집들이 다 잘하는 듯,4,2017.08.20 11:13,-2,1279
석관동 떡볶이,19,2017.08.19 21:35,-4,1278
☞5년 단골의 안다미로 근황 알림 및 추천글☜,86,2017.08.19 16:27,-2,1277
부산대 밥씸,2,2017.08.19 12:10,-4,1276
카페 쁘로푸모,8,2017.08.19 11:48,-3,1275
수수핫도그,22,2017.08.19 00:56,-2,1274
닭한판바베큐,5,2017.08.18 19:56,-2,1273
[말투눈갱]  CCR 코코로박스 쇼룸,72,2017.08.18 02:08,-3,1272
장전역 인 헤어,6,2017.08.16 17:20,-1,1271
석도니  돼지불고기,9,2017.08.15 18:02,-3,1270
[말투눈갱] 이루다헤어2호점,83,2017.08.13 23:46,-9,1269
켄돈야 추천!,14,2017.08.13 14:42,-4,1268
부산대 pc방 배틀그라운드 위주 리뷰,4,2017.08.10 20:52,0,1267
[말투눈갱] 황품,87,2017.08.09 20:50,-5,1266
[말투눈갱] 호우양꼬치 + 여러분고마워욧,121,2017.08.07 00:43,-7,1265
북문 킹스타 추천할만한 것 같습니다.,8,2017.08.06 00:45,-4,1264
학교앞 돈부리 맛집 켄돈야 추천해요~~,12,2017.08.02 16:08,-3,1263
부대 브런치&카페&펍 친절한 말년씨 후기,5,2017.07.31 22:48,-28,1262
.,5,2017.07.31 20:05,-1,1261
[말투눈갱] 순대아저씨,79,2017.07.31 19:07,-8,1260
[꽃집추천] 메르시유플라워(Merci you Flower),21,2017.07.29 15:42,-3,1259
디자인 두 헤어 -,8,2017.07.28 20:09,-2,1258
토스트골목 와플집,14,2017.07.28 18:50,-2,1257
[말투눈갱] 씨앤제이(C&J) & 엉클비어,59,2017.07.27 01:05,-3,1255
[말투눈갱] 아벡데프리츠,79,2017.07.24 11:41,-6,1254
부대앞 라멘집,2,2017.07.22 13:04,-1,1253
[말투눈갱] 깐풍집,52,2017.07.22 02:03,-11,1252
코코브라운 (양식 레스토랑),7,2017.07.20 14:03,-3,1251
김장독 추천합니다,15,2017.07.19 01:11,-3,1250
[말투눈갱] 싸움의 고수,97,2017.07.18 01:37,-7,1249
엔씨 푸드코트,46,2017.07.17 00:10,-4,1248
[말투눈갱] 세컨드쿼터 & 폼프리츠,108,2017.07.16 18:32,-3,1247
.,1,2017.07.15 10:45,-6,1246
아이케어 추천!,0,2017.07.14 16:19,-6,1245
장전역 뒤쪽 프레제!!!!!!!,14,2017.07.12 22:16,-5,1244
정문쪽 로코타코 ㅊㅊ,11,2017.07.11 21:34,-2,1243
[말투눈갱]돌솟해물뼈찜,77,2017.07.11 20:32,-8,1242
.,0,2017.07.11 00:18,-1,1241
[말투눈갱] 은화수식당,80,2017.07.10 02:32,-13,1240
북문 문헤어(두번째방문),0,2017.07.07 07:22,-15,1239
북문 킹스타피자 고구마피자,4,2017.07.06 22:24,-13,1238
순대아저씨,0,2017.07.06 22:00,0,1237
혼자인데 피자먹고싶을땐 피자다방 추천!,9,2017.07.06 19:29,0,1236
[말투눈갱]엘부리또,112,2017.07.06 16:42,-12,1235
부대앞정문 새로생긴 이찌라쿠 라멘집~,9,2017.07.05 22:45,0,1234
부산은행 옆 안경홀릭,14,2017.07.04 15:37,-2,1233
아디다스골목 김장독 김치찜,8,2017.07.03 16:53,-1,1232
으뜸50안경,4,2017.07.02 18:17,0,1231
부산대 소고기집 추천,13,2017.07.01 20:18,-1,1230
[말투눈갱]장전 수수핫도그,86,2017.07.01 16:00,-8,1229
장성시장 새우야새우야,13,2017.07.01 00:20,0,1228
장전역근처 수수핫도그,17,2017.06.30 00:57,0,1227
더운 여름 냉면 추천드려요! 동래 함경면옥 *^^*,9,2017.06.29 18:12,-17,1226
꽃집추천 메르시유,7,2017.06.29 01:04,0,1225
으뜸50안경! 추천합니다.,4,2017.06.28 22:53,-4,1224
가야공원 돼지국밥,15,2017.06.28 19:12,-3,1223
김장독 맛있었어용!!!,3,2017.06.28 16:58,0,1222
[말투눈갱]자스민유닛(케이크 다 먹어보기),114,2017.06.27 20:09,-15,1221
[말투눈갱]수준이다른오븐2마리치킨,109,2017.06.22 17:06,-9,1220
타코스 패밀리 맛있어용,13,2017.06.21 23:04,0,1219
북문 깻잎통닭,5,2017.06.20 20:44,-1,1218
빅브로 바베큐! 추천합니다,3,2017.06.19 20:08,0,1217
[말투눈갱] 장전 원조밀면,109,2017.06.18 23:02,-14,1216
북문에 가성비 발군의 햄버거가 있네요.,5,2017.06.17 22:47,-5,1215
북문 문헤어,2,2017.06.17 13:02,-13,1214
[말투눈갱]작은집다락방,84,2017.06.15 12:47,-13,1213
저번에 말했던 순두부찌게 진주식당입니다!,8,2017.06.14 21:08,-17,1212
커피가 사랑한 남자,2,2017.06.14 12:29,0,1211
정문 황품에서 현금할인 행사로 먹은 중화냉면,9,2017.06.13 17:19,-4,1210
[말투눈갱]코코브라운+α,76,2017.06.12 23:56,-9,1209
부슐랭-미도리스시,5,2017.06.12 19:37,-3,1208
진국명가 앞 태국식당 할인이벤트 추천!,1,2017.06.11 11:28,-4,1207
구정문 빙신스,5,2017.06.10 23:23,-4,1206
정문 부산은행 옆 안경홀릭 일회용렌즈 완죤 싸요!,1,2017.06.09 20:00,-1,1205
[말투눈갱] 곱창선생,88,2017.06.09 14:42,-19,1204
[말투눈갱]크라운닭발,186,2017.06.06 23:51,-34,1203
장전 씬난다 수제 쌀 핫도그,89,2017.06.05 15:22,-33,1202
비봉국밥 옆길로 들어가면 있는 장전국밥?,16,2017.06.04 23:23,-3,1201
인디키친,53,2017.06.03 17:22,-8,1199
부대 앞 화타  최내과 의원,31,2017.06.03 12:53,0,1198
혼밥러의 부대앞 TOP3 배달치킨1,11,2017.06.03 05:05,-3,1197
혼밥러의 부대앞 TOP3 배달치킨2,1,2017.06.03 04:34,-1,1196
혼밥러의 부대앞 TOP3 배달치킨 3,2,2017.06.03 04:23,-1,1195
치킨의끝판왕 빅브로바베큐,70,2017.06.02 15:13,-18,1194
좌식카페 플레이그라운드,17,2017.06.01 15:19,-3,1193
순정살롱,15,2017.05.31 15:31,-6,1192
정문 밥에큐 존맛,4,2017.05.31 02:05,-1,1191
도야지면옥,21,2017.05.30 14:48,-2,1190
인도음식점 인디키친 추천!!,6,2017.05.30 11:41,0,1189
